4272.692383	4327.05127	4215.256348	4285.512695	4437.563965	4318.077148	4249.615234	4239.743652	4084.743652	2962.692383	4295.0	4192.563965	4348.717773	4375.0
4264.102539	4327.307617	4217.307617	4286.153809	4436.666504	4318.461426	4253.974121	4240.0	4086.666748	2967.05127	4295.641113	4190.769043	4345.256348	4377.05127
4258.974121	4325.897461	4218.461426	4286.922852	4437.05127	4317.820313	4256.282227	4241.282227	4087.820557	2970.128174	4295.897461	4190.0	4343.974121	4376.025879
4254.615234	4323.077148	4217.820313	4287.179688	4437.179688	4317.05127	4252.94873	4236.282227	4082.179443	2969.102539	4295.769043	4190.512695	4342.179688	4365.128418
4251.410156	4320.384766	4216.410156	4287.436035	4436.922852	4317.563965	4247.307617	4226.153809	4072.05127	2968.461426	4295.256348	4191.666504	4339.487305	4347.820313
4254.358887	4319.230957	4215.769043	4287.94873	4437.307617	4319.615234	4248.333496	4221.538574	4067.94873	2978.333252	4295.0	4193.077148	4339.487305	4338.974121
4269.743652	4320.128418	4215.769043	4288.717773	4438.461426	4322.179688	4262.179688	4233.717773	4078.974365	3006.281982	4295.0	4193.846191	4345.897461	4351.538574
4295.641113	4322.307617	4215.512695	4289.487305	4439.358887	4323.077148	4284.871582	4262.563965	4103.717773	3047.692383	4295.256348	4193.846191	4358.589844	4383.846191
4319.487305	4324.871582	4214.871582	4290.256348	4438.974121	4321.666504	4303.205078	4292.820313	4128.205078	3087.179443	4295.256348	4193.077148	4371.153809	4417.94873
4326.794922	4327.05127	4215.0	4291.025879	4437.179688	4318.974121	4305.0	4305.256348	4136.410156	3108.205078	4295.256348	4191.794922	4376.410156	4433.077148
4313.077148	4327.820313	4216.153809	4291.538574	4434.358887	4316.666504	4289.102539	4292.692383	4123.974121	3105.512939	4295.384766	4190.512695	4371.794922	4422.94873
4289.871582	4326.538574	4217.307617	4291.282227	4431.666504	4315.769043	4267.436035	4266.666504	4102.05127	3089.615479	4295.897461	4189.615234	4362.307617	4400.512695
4275.897461	4324.743652	4217.692383	4291.025879	4430.769043	4316.666504	4256.025879	4249.102539	4089.230713	3079.615479	4296.666504	4189.615234	4356.666504	4387.436035
4282.563965	4324.358887	4217.820313	4291.282227	4432.179688	4318.461426	4263.077148	4255.0	4096.410156	3089.358887	4297.307617	4190.384766	4360.641113	4396.666504
4304.487305	4326.025879	4217.94873	4291.794922	4434.358887	4319.871582	4281.282227	4279.615234	4117.563965	3116.153809	4297.307617	4191.794922	4371.282227	4420.897461
4323.333496	4328.077148	4217.563965	4291.794922	4435.128418	4320.128418	4294.487305	4301.666504	4134.871582	3143.205078	4296.410156	4193.077148	4379.743652	4438.846191
4323.974121	4328.589844	4216.538574	4290.769043	4433.589844	4319.102539	4291.666504	4302.05127	4133.589844	3154.102539	4295.384766	4193.717773	4378.205078	4433.846191
4307.436035	4327.307617	4216.025879	4290.128418	4431.538574	4317.820313	4276.538574	4280.769043	4115.641113	3147.05127	4294.743652	4193.461426	4367.563965	4409.102539
4289.743652	4325.769043	4217.05127	4290.512695	4430.897461	4317.05127	4263.077148	4256.410156	4096.282227	3135.769287	4295.128418	4192.820313	4356.282227	4385.0
4285.0	4325.0	4218.333496	4291.922852	4431.538574	4316.538574	4261.282227	4247.307617	4089.615479	3136.153809	4295.769043	4192.436035	4352.307617	4378.461426
4292.692383	4324.871582	4218.461426	4292.820313	4431.410156	4316.538574	4268.333496	4254.871582	4095.897461	3151.025635	4295.769043	4192.307617	4355.769043	4388.333496
4300.256348	4325.512695	4217.563965	4292.436035	4429.102539	4317.692383	4274.743652	4265.769043	4105.0	3170.769287	4295.256348	4192.307617	4360.512695	4398.846191
4298.077148	4326.538574	4216.410156	4291.025879	4425.384766	4320.256348	4276.025879	4268.461426	4108.846191	3184.615479	4294.743652	4192.436035	4361.538574	4398.717773
4288.846191	4326.922852	4215.512695	4289.230957	4422.307617	4323.333496	4275.897461	4264.230957	4108.205078	3190.384521	4295.128418	4192.692383	4358.974121	4390.256348
4281.153809	4326.282227	4214.743652	4287.94873	4421.282227	4325.128418	4278.589844	4260.384766	4107.05127	3192.179443	4295.897461	4192.94873	4355.897461	4383.461426
4279.102539	4325.512695	4214.615234	4288.077148	4421.794922	4324.743652	4280.641113	4259.102539	4105.128418	3192.179443	4296.410156	4192.94873	4353.205078	4382.179688
4277.94873	4325.769043	4215.897461	4289.743652	4422.436035	4323.077148	4274.358887	4255.0	4098.461426	3189.358887	4295.769043	4192.94873	4349.230957	4380.769043
4273.077148	4327.179688	4217.820313	4291.794922	4422.179688	4321.538574	4258.589844	4244.358887	4086.538574	3183.589844	4294.487305	4193.205078	4342.820313	4373.077148
4265.897461	4328.077148	4219.102539	4292.563965	4421.153809	4321.282227	4243.077148	4232.307617	4076.281982	3180.256348	4293.333496	4193.077148	4336.922852	4362.05127
4263.589844	4327.820313	4218.717773	4291.282227	4420.0	4322.307617	4241.538574	4230.0	4077.179443	3187.05127	4293.205078	4192.179688	4336.666504	4357.94873
4270.897461	4326.538574	4217.692383	4289.358887	4419.102539	4323.717773	4258.974121	4244.743652	4092.435791	3207.307617	4294.230957	4191.025879	4344.358887	4367.692383
4285.256348	4325.384766	4216.794922	4288.461426	4418.461426	4324.102539	4285.897461	4271.410156	4115.0	3235.769287	4295.512695	4190.769043	4357.307617	4387.692383
4298.717773	4324.487305	4215.641113	4289.102539	4417.563965	4322.692383	4305.769043	4295.769043	4132.307617	3262.94873	4296.410156	4191.794922	4368.589844	4406.794922
4306.025879	4323.846191	4214.487305	4290.769043	4416.410156	4320.512695	4307.820313	4304.871582	4135.769043	3281.794922	4296.282227	4193.077148	4373.205078	4416.025879
4308.077148	4323.717773	4213.974121	4292.563965	4416.025879	4319.358887	4295.769043	4297.179688	4127.820313	3292.435791	4295.769043	4193.589844	4371.410156	4416.025879
4309.487305	4323.974121	4214.487305	4293.461426	4416.794922	4320.384766	4283.077148	4282.563965	4117.563965	3299.358887	4295.128418	4193.077148	4368.077148	4414.743652
